ipv,ips,iaa,ieg,nº_av,ida,defasagem
7.375,2.52,9.2,9.0,4.0,4.1,-1
7.585,7.52,0.0,9.5,4.0,6.5,0
7.8325,7.52,7.1,8.2,4.0,3.7,0
7.75,7.52,8.8,9.3,4.0,7.2,-1
7.6275,2.52,7.9,7.4,4.0,5.0,-1
8.125,6.27,0.0,9.0,4.0,5.0,0
8.3375,2.52,9.2,9.8,4.0,7.6,0
8.2125,7.52,5.4,9.7,4.0,7.8,0
7.75,7.52,0.0,8.9,4.0,5.2,-2
8.045,2.52,8.8,10.0,4.0,8.1,1
7.875,2.52,6.7,9.5,4.0,7.6,0
8.17,2.52,9.2,9.9,4.0,7.3,0
7.5,7.52,9.6,8.6,4.0,7.3,-1
8.3775,2.52,9.2,9.9,4.0,7.5,0
7.5425,5.0,5.4,7.6,4.0,5.0,-1
7.75,2.52,9.2,9.3,4.0,6.4,-1
7.545,2.52,9.2,7.5,4.0,4.8,0
7.2925,5.0,9.2,9.1,4.0,7.3,0
8.0425,2.52,8.8,9.0,4.0,5.2,-2
7.05,7.52,0.0,7.3,4.0,5.1,-2
7.96,2.52,8.3,9.3,4.0,5.3,0
7.9175,7.52,8.3,9.6,4.0,4.8,-2
7.9625,2.52,8.8,7.6,4.0,3.8,-3
7.7925,2.52,8.8,9.9,4.0,6.4,0
7.7925,2.52,6.7,8.1,4.0,6.5,1
8.165,2.52,7.9,8.2,4.0,4.7,0
8.0425,2.52,8.3,9.5,4.0,7.2,0
7.8375,5.0,0.0,6.8,4.0,6.3,-1
6.88,2.52,9.2,7.3,4.0,4.2,0
7.045,2.52,0.0,8.8,4.0,3.5,0
7.2125,5.0,9.2,9.4,4.0,4.8,-1
7.835,5.0,0.0,8.8,4.0,5.7,-2
8.045,7.52,7.5,8.6,4.0,8.1,0
7.46,7.52,0.0,6.5,4.0,6.3,-2
7.5025,7.52,8.3,9.5,4.0,6.8,-2
7.88,7.52,6.7,9.3,4.0,8.3,0
7.835,7.52,0.0,8.2,4.0,6.2,0
8.125,2.52,7.1,7.5,4.0,7.6,-1
5.54,5.0,0.0,7.5,4.0,2.6,-2
6.4575,5.0,0.0,7.9,4.0,4.7,1
7.6725,2.52,8.8,8.9,4.0,7.2,-2
8.0025,5.0,7.5,9.5,4.0,6.3,-1
6.2475,7.52,9.6,6.9,4.0,3.8,-1
6.5775,7.52,8.8,7.7,4.0,5.9,-1
8.88,5.0,7.9,8.4,4.0,8.7,-1
6.8425,7.52,7.1,7.2,4.0,7.0,0
6.5825,5.0,10.0,8.1,4.0,2.7,-2
9.0025,2.52,9.6,9.5,4.0,8.0,0
8.42,2.52,7.9,8.7,4.0,5.9,0
8.17,2.52,8.3,9.4,4.0,6.5,1
8.46,2.52,8.3,7.8,4.0,6.7,-2
8.92,2.52,9.2,9.4,4.0,8.0,1
8.2525,2.52,9.6,8.3,4.0,6.8,0
8.79,2.52,7.1,9.2,4.0,6.0,0
8.2125,2.52,7.9,9.0,4.0,6.2,1
8.71,2.52,9.6,9.4,4.0,7.1,0
8.46,2.52,8.3,9.8,4.0,7.2,1
8.42,2.52,9.2,9.8,4.0,7.8,1
8.46,2.52,7.5,9.7,4.0,6.9,0
8.3775,2.52,7.9,9.4,4.0,6.5,0
8.4625,2.52,0.0,9.7,4.0,7.8,0
8.1225,2.52,8.8,9.7,4.0,6.0,0
8.5025,2.52,8.3,8.6,4.0,5.6,-1
8.3375,2.52,9.2,8.7,4.0,6.8,-1
7.3775,5.0,8.8,6.2,4.0,6.5,-2
8.5025,7.52,7.9,9.5,4.0,7.1,1
7.17,2.52,9.6,4.5,4.0,4.3,-2
7.6275,2.52,8.3,5.3,4.0,6.3,-3
8.045,2.52,8.8,7.9,4.0,7.1,0
9.17,7.52,8.3,9.3,4.0,8.2,1
8.88,2.52,10.0,9.9,4.0,7.2,0
7.7125,2.52,8.8,6.6,4.0,6.9,0
8.2125,2.52,8.8,9.3,4.0,5.7,-2
7.2925,2.52,8.8,4.2,4.0,4.7,-2
7.17,4.38,9.6,8.1,4.0,5.0,-1
7.88,2.52,0.0,6.7,4.0,6.7,-1
7.5475,2.52,8.8,7.6,4.0,6.1,0
8.005,2.52,8.8,7.9,4.0,5.9,-1
7.7125,5.0,8.3,9.5,4.0,5.4,-1
7.3375,2.52,8.8,8.3,4.0,4.8,0
7.2125,2.52,7.5,6.3,4.0,4.2,-2
7.09,4.38,9.6,7.6,4.0,6.6,-1
6.7575,2.52,7.5,8.7,4.0,5.3,-1
8.96,2.52,8.3,9.5,4.0,6.7,-1
7.46,5.63,0.0,7.0,4.0,4.5,-1
6.9175,2.52,7.1,6.7,4.0,4.8,0
8.045,5.0,8.3,8.3,4.0,7.3,-2
9.545,2.52,0.0,9.9,4.0,7.5,-1
9.3775,2.52,7.1,9.7,4.0,7.9,0
7.4175,6.26,10.0,7.9,4.0,4.3,-2
8.8325,2.52,0.0,8.8,4.0,7.3,1
9.5875,2.52,0.0,10.0,4.0,8.1,-1
8.9175,4.39,8.8,9.9,4.0,6.8,0
7.0425,5.63,9.6,8.4,4.0,4.5,-1
7.6275,5.0,0.0,8.4,4.0,7.0,-2
8.3775,5.0,7.5,9.1,4.0,7.5,1
6.05,5.0,0.0,3.7,4.0,3.8,-2
7.3825,6.89,8.8,9.8,4.0,5.5,-2
7.465,2.52,7.5,7.9,4.0,4.6,-1
6.715,2.52,8.8,6.9,4.0,5.3,1
9.005,2.52,8.8,8.8,4.0,7.7,-1
8.7975,2.52,9.6,9.0,4.0,7.4,0
7.75,2.52,9.2,8.7,4.0,3.9,0
7.045,5.0,0.0,9.2,4.0,4.2,0
6.465,7.52,9.2,5.4,4.0,5.2,0
7.3375,5.0,0.0,7.5,4.0,4.7,-1
6.26,5.0,7.5,7.2,4.0,3.7,0
7.6675,2.52,7.9,8.7,4.0,5.8,-1
7.2125,5.0,7.9,5.6,4.0,5.1,-2
7.13,5.0,0.0,7.8,4.0,4.1,0
7.5025,5.0,5.4,6.8,4.0,4.9,0
7.71,2.52,7.9,7.7,4.0,4.5,-2
9.1275,2.52,9.2,9.0,4.0,6.6,0
7.7125,2.52,0.0,9.3,4.0,5.9,-2
8.005,2.52,0.0,9.6,4.0,6.1,0
8.96,7.52,10.0,9.5,4.0,5.7,0
7.71,6.26,7.9,8.1,4.0,4.9,-1
8.295,5.63,7.5,9.5,4.0,7.5,1
8.96,7.52,9.2,9.9,4.0,5.5,0
8.7525,7.52,8.3,9.9,4.0,5.5,-1
8.3775,5.63,0.0,9.8,4.0,5.6,1
9.21,7.52,8.8,8.6,4.0,7.1,0
7.46,6.26,0.0,7.9,4.0,4.0,-1
9.2125,6.27,8.8,10.0,4.0,8.9,0
8.7125,7.52,6.7,9.5,4.0,6.5,0
6.585,2.52,6.3,8.5,4.0,5.5,0
7.13,2.52,8.3,4.6,4.0,4.7,-3
7.6675,5.0,8.8,9.0,4.0,6.1,1
5.375,2.52,0.0,4.8,4.0,3.9,-4
8.88,5.0,9.6,9.2,4.0,7.2,0
8.42,2.52,8.3,9.4,4.0,6.2,1
8.0025,2.52,0.0,8.3,4.0,5.4,-3
7.8775,2.52,7.9,8.1,4.0,6.3,-2
8.045,2.52,6.7,8.3,4.0,5.3,0
7.835,2.52,9.6,8.0,4.0,5.3,-1
7.5475,5.0,6.7,7.6,4.0,4.7,-2
8.09,5.0,8.3,9.2,4.0,7.1,1
6.6675,5.63,8.8,8.6,4.0,5.7,-1
7.4625,5.0,6.3,8.8,4.0,6.0,-1
7.5075,5.0,7.9,9.1,4.0,7.3,0
6.8375,5.0,0.0,9.4,4.0,5.7,-2
6.6275,2.52,7.1,7.4,4.0,4.4,-3
7.835,5.0,9.2,7.7,4.0,5.8,-1
8.2975,5.0,8.3,8.6,4.0,7.5,0
7.5475,5.0,6.7,7.3,4.0,5.7,-1
8.3375,2.52,8.3,9.6,4.0,6.5,1
8.0875,5.0,7.5,8.7,4.0,6.0,1
7.9225,5.0,6.7,8.1,4.0,7.4,-1
7.215,5.0,8.8,7.1,4.0,4.2,-1
8.045,5.0,0.0,8.2,4.0,7.5,0
8.2975,2.52,10.0,9.8,4.0,6.4,1
7.215,5.0,6.7,8.4,4.0,7.3,-1
5.59,2.52,5.8,7.3,4.0,2.9,-2
7.9625,6.26,8.3,9.4,4.0,6.7,-1
8.6725,6.26,8.8,7.8,4.0,6.4,0
7.255,3.14,0.0,6.0,4.0,5.6,-2
8.2125,5.0,6.2,9.5,4.0,7.9,-1
8.0875,5.0,6.7,9.1,4.0,6.2,-2
7.545,5.0,9.2,9.2,4.0,4.3,-2
7.5875,5.0,0.0,8.5,4.0,7.0,0
6.8725,5.0,0.0,6.4,4.0,4.0,0
8.1725,7.52,0.0,7.8,4.0,7.9,-2
7.8425,6.27,8.8,8.9,4.0,5.7,-1
8.7575,3.77,9.2,9.6,4.0,7.8,0
6.8,5.0,8.3,7.8,4.0,2.2,-1
7.715,2.52,7.5,8.7,4.0,6.5,0
6.505,2.52,7.5,7.9,4.0,5.3,-1
5.6275,2.52,0.0,7.7,4.0,2.6,-3
6.88,2.52,7.1,6.3,4.0,6.0,-2
6.0,2.52,0.0,5.2,4.0,4.4,1
6.67,7.52,7.1,7.6,4.0,3.3,-1
8.1725,7.52,10.0,9.6,4.0,7.7,1
7.8375,5.0,8.8,9.9,4.0,7.9,-2
6.4225,6.89,0.0,9.6,4.0,4.7,0
7.8775,2.52,9.2,10.0,4.0,7.2,-1
6.5875,5.0,7.9,8.1,4.0,4.4,-2
7.795,2.52,7.5,9.6,4.0,7.2,-1
7.2125,2.52,9.6,8.8,4.0,6.3,0
6.255,5.0,0.0,7.3,4.0,4.3,-2
6.755,5.0,7.5,7.2,4.0,5.2,-2
7.46,2.52,8.8,8.3,4.0,5.0,-1
7.2125,5.0,7.5,8.7,4.0,6.1,-1
7.085,6.26,9.2,9.2,4.0,5.0,-3
7.8775,6.26,9.2,8.5,4.0,8.1,-2
7.4625,6.26,7.5,8.9,4.0,8.1,0
7.085,2.52,8.8,9.2,4.0,4.8,-1
7.71,2.52,9.2,7.4,4.0,6.4,0
7.7125,2.52,8.8,8.3,4.0,5.6,-2
8.63,2.52,7.1,9.9,4.0,6.8,2
7.63,5.0,8.8,9.0,4.0,5.5,0
6.2525,2.52,8.8,8.8,4.0,6.2,0
7.7125,5.0,7.5,9.4,4.0,7.4,-1
7.545,2.52,7.1,9.0,4.0,6.0,1
7.795,2.52,0.0,7.3,4.0,5.8,1
6.9625,2.52,0.0,8.2,4.0,5.8,-1
8.09,5.0,9.6,9.4,4.0,4.7,-1
7.795,2.52,6.7,9.2,4.0,7.3,0
7.7125,5.0,7.1,9.1,4.0,6.2,-1
7.715,5.0,8.3,8.9,4.0,4.2,-1
7.715,2.52,0.0,8.4,4.0,6.0,-2
7.755,7.52,7.5,8.2,4.0,5.9,-1
7.6725,6.89,9.6,9.8,4.0,7.4,0
7.7125,6.26,6.7,9.8,4.0,6.6,-2
7.5875,5.63,9.2,9.1,4.0,7.7,-2
7.5875,5.63,7.9,6.7,4.0,5.0,-1
7.545,3.14,7.9,8.1,4.0,7.1,-1
7.17,5.01,0.0,8.5,4.0,6.9,-2
7.1725,5.0,7.1,5.6,4.0,4.1,0
8.1725,6.26,7.1,9.6,4.0,7.9,0
7.8,5.0,9.6,9.5,4.0,7.8,0
7.755,5.63,0.0,8.0,4.0,7.2,-1
8.3825,6.26,0.0,9.7,4.0,8.1,0
8.4225,5.63,7.5,9.6,4.0,7.2,-2
7.795,5.63,9.6,9.0,4.0,7.9,-2
8.0025,6.26,0.0,7.7,4.0,6.7,-2
7.59,5.0,5.8,6.2,4.0,7.6,-1
7.4625,6.26,8.3,7.0,4.0,6.2,0
8.9675,6.89,6.7,9.0,4.0,8.7,-1
7.9625,6.89,7.5,9.2,4.0,6.7,-1
7.6275,6.26,6.7,8.4,4.0,7.7,0
8.59,7.52,8.3,9.9,4.0,8.3,-1
7.465,6.89,8.3,8.4,4.0,6.3,-1
7.4675,6.89,10.0,7.4,4.0,7.4,-1
7.38,5.63,0.0,7.9,4.0,5.9,-1
7.045,5.63,9.6,9.4,4.0,6.7,-1
7.84,7.52,9.6,8.9,4.0,6.4,-1
7.1325,5.0,7.5,9.2,4.0,5.3,-1
7.38,5.63,8.8,6.5,4.0,6.3,0
7.63,5.0,0.0,9.0,4.0,6.8,-1
7.6725,2.52,0.0,8.8,4.0,6.0,-2
7.4225,5.63,7.9,8.3,4.0,4.5,-1
8.385,5.63,7.5,10.0,4.0,9.3,0
7.465,5.0,8.3,8.1,4.0,5.1,-1
8.09,6.26,9.2,9.1,4.0,8.7,-1
8.8825,6.89,6.7,7.7,4.0,6.9,0
6.005,5.63,7.1,10.0,4.0,6.8,-1
6.8775,3.77,0.0,8.2,4.0,7.9,0
8.1725,5.63,7.9,9.4,4.0,7.8,-1
8.215,6.89,0.0,9.8,4.0,7.5,0
7.2925,5.0,8.8,9.3,4.0,9.0,0
8.8825,7.52,9.6,9.7,4.0,7.7,0
7.6325,5.0,8.3,9.4,4.0,8.0,-1
8.7575,7.52,9.6,9.1,4.0,7.8,0
5.4,6.3,10.0,8.7,3.0,8.0,0
7.1,3.8,10.0,9.3,3.0,8.0,0
7.0,3.8,10.0,9.1,3.0,8.0,0
7.2,3.8,8.0,9.8,3.0,7.0,-1
4.2,3.8,9.0,4.2,3.0,7.5,-1
7.8,6.3,10.0,10.0,3.0,8.3,-1
9.7,7.5,9.5,10.0,3.0,10.0,-1
6.3,7.5,9.0,8.6,3.0,7.5,-2
8.3,6.3,10.0,9.5,3.0,8.5,-1
7.8,6.3,7.9,9.5,3.0,9.3,-1
8.1,6.3,9.5,9.5,3.0,9.5,-1
8.2,6.3,10.0,8.8,3.0,8.8,-1
7.9,6.3,9.5,8.1,3.0,9.3,-1
8.3,6.3,8.5,9.3,3.0,9.8,-1
7.5,7.5,9.0,7.4,3.0,8.5,-1
8.3,7.5,10.0,9.2,3.0,9.0,-2
8.0,6.3,10.0,9.0,3.0,8.8,-1
7.9,2.5,9.0,9.3,3.0,10.0,0
8.4,2.5,9.5,9.5,3.0,9.8,-1
8.9,2.5,10.0,8.8,3.0,8.0,0
4.6,2.5,8.0,5.1,3.0,7.0,0
8.2,2.5,10.0,9.3,3.0,7.8,-1
7.3,2.5,9.0,8.0,3.0,10.0,0
6.2,7.5,7.0,9.4,3.0,7.8,-1
8.3,7.5,10.0,10.0,3.0,8.8,-1
7.9,7.5,9.5,9.5,3.0,8.3,-1
8.3,7.5,8.5,10.0,3.0,8.5,-1
7.9,7.5,7.5,4.8,3.0,8.3,-1
8.3,7.5,8.0,9.5,3.0,8.5,-1
8.3,6.9,9.0,10.0,3.0,8.5,-1
7.6,7.5,9.5,10.0,3.0,7.8,-2
6.6,2.5,8.0,6.9,3.0,7.5,-1
4.7,2.5,9.0,5.7,3.0,7.8,-1
8.3,2.5,10.0,9.5,3.0,7.5,0
8.3,2.5,9.0,8.4,3.0,6.5,-1
4.3,2.5,8.5,3.2,3.0,5.5,-1
6.8,2.5,9.5,9.8,3.0,9.3,-1
7.0,2.5,8.5,7.9,3.0,5.3,-1
7.2,2.5,9.5,8.4,3.0,6.5,-1
8.3,8.1,9.5,10.0,3.0,8.8,-1
7.4,7.5,9.5,6.6,3.0,6.8,0
7.1,7.5,8.5,7.6,3.0,6.5,-2
8.7,7.5,9.5,8.8,3.0,6.0,-1
8.6,2.5,8.5,8.8,3.0,9.0,-1
6.0,2.5,9.5,2.9,3.0,7.0,-1
5.0,2.5,10.0,5.4,3.0,4.0,0
9.2,2.5,10.0,10.0,3.0,10.0,0
6.5,8.1,9.0,8.0,3.0,6.0,-2
8.1,2.5,8.5,8.7,3.0,4.8,-1
7.9,8.1,9.0,10.0,3.0,9.8,-1
7.2,2.5,9.0,9.8,3.0,9.3,-2
6.8,7.5,7.5,7.7,3.0,7.3,-1
6.9,7.5,9.0,9.5,3.0,7.3,-2
6.2,2.5,7.9,8.7,3.0,2.8,-1
8.2,7.5,9.5,7.7,3.0,8.3,-1
5.4,6.3,10.0,5.8,3.0,5.5,0
5.9,7.5,10.0,7.4,3.0,6.0,-1
8.2,7.5,9.0,9.2,3.0,7.5,0
8.2,2.5,8.5,9.4,3.0,10.0,0
8.4,2.5,9.0,9.2,3.0,0.0,0
8.3,7.5,10.0,8.3,3.0,6.5,-1
8.4,7.5,9.5,8.1,3.0,6.3,0
7.4,7.5,7.4,8.5,3.0,9.0,0
8.5,7.5,6.8,8.3,3.0,9.0,0
7.5,7.5,8.5,8.7,2.0,6.0,-1
7.5,7.5,9.0,8.2,2.0,7.8,-1
7.5,7.5,7.5,7.1,2.0,10.0,-1
6.7,2.5,7.0,2.8,2.0,6.0,-1
6.8,7.5,8.5,8.1,2.0,4.8,-1
6.2,2.5,8.5,7.3,2.0,2.8,-2
7.4,7.5,7.0,4.6,2.0,7.0,-1
7.3,7.5,8.0,7.0,2.0,4.8,-1
7.5,7.5,7.0,6.5,2.0,7.0,-1
6.5,6.3,7.0,4.7,2.0,5.3,-2
7.3,7.5,8.5,7.7,2.0,5.0,-1
7.5,7.5,8.0,8.7,2.0,8.3,-1
7.5,7.5,9.5,9.3,2.0,7.5,-1
7.5,7.5,8.5,8.4,2.0,5.0,-1
7.5,7.5,8.5,5.8,2.0,8.5,-1
7.5,2.5,9.0,6.8,2.0,8.3,-1
7.0,7.5,9.0,7.8,2.0,3.0,-2
7.5,7.5,9.0,8.9,2.0,8.8,-1
7.5,7.5,9.0,9.2,2.0,8.3,-1
7.5,7.5,10.0,8.2,2.0,8.3,-2
7.5,2.5,8.0,8.4,2.0,6.0,-1
5.9,6.9,9.0,8.9,2.0,8.8,0
8.2,7.5,9.5,9.0,2.0,7.5,0
6.7,7.5,10.0,9.1,2.0,7.0,-1
8.0,7.5,10.0,10.0,2.0,8.5,-1
6.8,2.5,7.9,8.6,2.0,8.5,-1
7.9,7.5,9.0,9.5,2.0,10.0,0
7.2,7.5,9.0,9.3,2.0,4.5,0
7.3,7.5,9.0,9.3,2.0,7.5,0
7.8,7.5,8.5,8.2,2.0,10.0,-1
6.7,7.5,9.5,10.0,2.0,6.5,0
7.9,7.5,10.0,9.3,2.0,9.5,0
7.2,7.5,9.0,7.3,2.0,7.3,0
7.8,7.5,9.0,7.3,2.0,9.0,-2
7.7,7.5,8.5,9.4,2.0,8.3,-2
4.8,5.6,8.5,6.3,2.0,6.3,-2
7.8,6.3,7.5,10.0,2.0,9.3,-1
7.8,7.5,9.5,9.8,2.0,8.5,-1
7.8,5.6,10.0,10.0,2.0,9.0,-1
7.7,5.0,8.0,9.3,2.0,8.8,-1
7.2,7.5,10.0,8.8,2.0,5.5,-2
7.7,7.5,9.0,9.8,2.0,8.8,-2
6.6,2.5,10.0,8.8,2.0,5.0,-2
7.7,7.5,9.5,9.5,2.0,7.8,-1
7.8,2.5,9.5,6.2,2.0,9.5,-1
5.7,7.5,8.0,4.7,2.0,6.0,-2
5.3,7.5,8.0,8.7,2.0,3.0,-1
5.3,6.9,8.5,10.0,2.0,8.8,-1
7.0,7.5,9.5,8.4,2.0,10.0,0
6.0,7.5,10.0,9.2,2.0,10.0,-1
4.6,7.5,9.0,7.6,2.0,4.5,-1
5.6,7.5,9.5,9.8,2.0,9.0,-1
8.5,7.5,8.0,10.0,2.0,9.8,0
9.4,7.5,8.5,10.0,2.0,10.0,0
6.8,2.5,9.0,9.5,2.0,8.8,-1
7.8,2.5,9.5,8.8,2.0,4.5,-1
6.8,7.5,8.5,9.5,2.0,6.3,-1
6.1,3.1,8.5,6.6,2.0,6.5,-1
6.7,7.5,9.5,8.1,2.0,5.5,0
6.2,2.5,8.5,8.8,2.0,5.0,-1
6.5,7.5,9.0,8.8,2.0,6.5,-1
8.0,7.5,9.5,9.0,2.0,7.0,-1
7.3,2.5,10.0,9.0,2.0,4.0,-1
8.3,7.5,9.0,7.8,2.0,9.3,-1
6.4,2.5,10.0,6.4,2.0,3.8,-1
7.7,8.1,9.5,9.7,2.0,8.8,-2
7.6,7.5,9.0,9.5,2.0,6.8,-1
7.5,7.5,8.5,9.7,2.0,8.0,-1
7.3,7.5,9.0,9.8,2.0,7.3,-1
7.8,7.5,7.5,8.6,2.0,9.0,-1
7.8,7.5,9.5,10.0,2.0,8.5,-1
7.9,7.5,8.0,8.4,2.0,8.5,-1
7.8,9.4,10.0,10.0,2.0,7.5,-1
7.8,8.8,8.5,10.0,2.0,8.5,-2
7.7,8.1,9.0,9.2,2.0,8.8,-1
7.5,7.5,10.0,9.7,2.0,9.5,-1
7.7,8.1,10.0,9.5,2.0,8.5,-1
6.1,7.5,8.0,9.5,2.0,3.0,-1
7.3,7.5,9.5,8.4,2.0,6.0,-1
7.3,7.5,9.5,9.5,2.0,8.3,-1
7.2,7.5,10.0,6.5,2.0,7.0,-1
6.1,7.5,7.4,7.9,2.0,6.8,-1
7.2,7.5,9.5,8.4,2.0,6.8,-1
6.8,7.5,9.0,6.5,2.0,2.3,-2
6.6,7.5,10.0,9.3,2.0,3.8,-2
7.1,7.5,9.0,9.4,2.0,5.5,0
7.3,7.5,9.5,8.6,2.0,9.0,-2
7.3,7.5,8.0,7.5,2.0,6.8,-1
7.3,7.5,9.0,7.9,2.0,7.3,-1
6.2,5.0,9.2,7.4,2.0,4.0,0
6.2,5.6,8.5,9.0,2.0,6.0,0
6.4,7.5,8.5,7.0,2.0,5.0,0
8.0,5.6,9.5,9.4,2.0,10.0,0
7.3,5.0,8.5,7.7,2.0,8.0,-1
6.9,5.6,10.0,6.9,2.0,8.5,0
7.6,6.3,10.0,7.3,2.0,7.0,-1
7.0,5.6,7.4,10.0,2.0,6.5,0
7.0,6.3,9.0,7.0,2.0,6.0,-1
7.0,7.5,8.0,8.4,2.0,8.8,-1
7.0,6.3,9.0,9.8,2.0,6.5,-1
7.0,7.5,9.0,6.6,2.0,6.5,-1
7.5,7.5,9.5,9.3,2.0,6.5,-1
7.5,7.5,10.0,8.4,2.0,8.8,0
7.5,7.5,7.0,10.0,2.0,9.5,0
7.5,6.3,8.5,8.6,2.0,8.0,0
7.5,6.3,9.5,9.5,2.0,6.5,-1
7.5,7.5,10.0,8.7,2.0,9.0,-1
7.5,7.5,7.5,7.0,2.0,4.5,-1
7.5,8.1,9.5,10.0,2.0,4.8,0
7.5,7.5,9.5,8.9,2.0,6.8,-1
7.5,7.5,9.5,9.3,2.0,5.3,-1
7.5,7.5,9.5,10.0,2.0,8.3,-1
7.5,7.5,9.0,9.6,2.0,9.8,-1
7.3,6.9,9.0,9.5,2.0,8.3,-1
7.0,8.1,9.0,10.0,2.0,5.5,0
7.5,8.1,9.0,9.3,2.0,6.8,-1
5.2,3.8,9.5,8.7,2.0,7.3,-1
7.5,4.4,9.5,8.8,2.0,8.0,0
7.5,7.5,10.0,9.0,2.0,5.0,-1
7.5,8.1,9.5,10.0,2.0,9.5,0
7.5,7.5,8.5,9.8,2.0,7.5,-1
7.5,7.5,8.5,9.3,2.0,8.5,0
5.2,7.5,8.0,7.6,2.0,5.0,-2
7.5,4.4,10.0,10.0,2.0,8.0,-1
7.5,7.5,9.0,9.8,2.0,7.3,-1
7.5,7.5,9.5,8.8,2.0,8.0,-1
7.7,6.9,9.0,8.2,2.0,5.0,-1
8.4,6.9,9.0,9.8,2.0,10.0,0
8.4,5.0,9.5,9.8,2.0,8.3,0
8.2,7.5,8.5,9.3,2.0,10.0,0
7.0,7.5,9.0,5.6,2.0,0.0,-1
8.4,3.8,9.5,7.5,2.0,5.0,0
8.3,7.5,9.5,7.5,3.0,8.0,-1
8.0,7.5,9.5,8.7,3.0,5.8,-1
6.7,6.3,9.0,8.2,3.0,6.5,-1
8.5,6.3,8.5,7.7,3.0,8.3,-1
7.8,7.5,9.5,10.0,3.0,7.8,0
7.7,7.5,9.5,10.0,3.0,6.5,-1
7.8,7.5,9.0,7.7,3.0,9.0,-1
8.6,6.3,9.5,9.3,3.0,8.8,0
8.7,6.3,9.5,9.1,3.0,8.5,-1
8.8,6.9,9.0,9.8,3.0,9.0,0
8.0,7.5,9.5,9.3,3.0,8.0,-1
8.1,6.3,9.5,9.3,3.0,6.5,-1
7.9,6.3,9.0,10.0,3.0,7.0,-1
5.8,6.3,6.3,7.7,3.0,6.5,-1
8.6,7.5,6.9,9.6,3.0,8.0,-1
5.8,4.4,8.5,9.3,3.0,7.3,0
8.2,5.0,9.0,9.8,3.0,6.0,-1
7.8,6.9,8.0,10.0,3.0,6.8,-2
8.6,7.5,6.4,10.0,3.0,7.5,-1
3.2,4.4,6.2,5.9,3.0,3.8,-2
7.9,5.6,10.0,9.1,3.0,8.3,0
7.0,4.4,9.0,6.1,3.0,6.8,-1
7.9,7.5,9.0,10.0,3.0,9.3,0
8.8,7.5,8.0,10.0,3.0,10.0,-1
8.6,8.1,9.0,9.3,3.0,8.5,0
7.9,7.5,10.0,9.8,3.0,5.0,0
7.5,7.5,8.4,6.7,3.0,7.3,0
5.1,5.6,9.0,7.3,3.0,6.0,-1
8.4,5.6,8.0,7.1,3.0,7.5,-2
8.2,7.5,9.0,9.5,2.0,7.8,0
8.0,7.5,10.0,9.1,2.0,4.3,0
5.8,7.5,9.5,8.6,2.0,6.3,-1
7.9,7.5,8.0,10.0,2.0,8.8,0
7.3,6.9,9.0,8.8,2.0,8.8,-1
7.9,7.5,8.5,9.8,2.0,8.0,-1
8.4,7.5,10.0,10.0,2.0,9.5,-1
8.1,7.5,6.9,8.9,2.0,10.0,-2
8.1,7.5,8.5,9.8,2.0,6.5,0
8.4,9.4,10.0,9.5,2.0,8.0,0
7.5,7.5,9.0,9.3,2.0,7.0,-1
6.7,6.3,9.5,7.8,2.0,2.5,-1
7.9,7.5,9.5,9.0,2.0,7.0,-1
7.9,6.3,10.0,9.3,2.0,7.8,-1
8.2,7.5,10.0,9.5,2.0,7.3,0
8.3,7.5,9.0,9.3,2.0,8.8,-1
8.2,7.5,8.5,9.1,2.0,7.5,0
8.2,7.5,8.0,8.0,2.0,5.5,0
6.2,5.0,9.0,4.5,2.0,1.0,-1
8.2,7.5,8.0,8.6,2.0,8.8,0
8.3,7.5,8.0,8.9,2.0,7.5,-1
7.5,7.5,10.0,9.3,2.0,5.8,-1
7.5,7.5,10.0,8.4,2.0,6.8,-1
7.5,7.5,10.0,9.1,2.0,7.3,-1
8.2,7.5,9.0,8.1,2.0,6.3,-1
7.9,6.3,9.5,4.7,2.0,7.8,-1
7.8,6.3,9.0,9.5,2.0,2.8,-1
8.8,7.5,10.0,9.3,2.0,9.8,0
7.8,7.5,7.9,8.4,2.0,6.3,-1
7.9,7.5,9.0,8.6,2.0,7.3,-2
8.8,6.9,9.5,9.3,2.0,8.5,0
4.3,5.6,10.0,5.4,2.0,2.0,-2
7.6,6.3,8.5,9.6,3.0,6.3,0
6.3,6.3,9.5,10.0,3.0,7.0,0
7.1,6.3,8.0,9.8,3.0,6.8,-1
7.0,6.3,8.5,7.5,3.0,7.5,-1
7.0,5.6,8.5,9.6,3.0,5.3,-1
6.4,7.5,8.5,8.3,3.0,7.8,-1
4.7,7.5,8.0,4.8,3.0,4.5,-2
8.3,7.5,8.0,9.3,3.0,8.0,0
7.9,7.5,9.0,9.8,3.0,8.5,0
8.1,6.3,10.0,8.5,3.0,8.5,0
6.5,7.5,9.0,9.3,3.0,9.0,-1
7.4,7.5,8.5,8.7,3.0,7.5,0
7.9,7.5,9.5,9.3,3.0,8.0,0
7.2,7.5,9.0,9.8,3.0,7.0,-1
6.8,7.5,8.5,9.1,3.0,8.3,-1
7.2,7.5,8.0,9.3,3.0,6.5,0
4.5,6.3,7.9,4.0,3.0,0.0,-1
6.6,7.5,10.0,8.0,3.0,8.3,-1
7.4,6.9,10.0,7.3,3.0,7.3,-1
